items,labels
下列 关于 宗 法制 的 叙述 不 正确 的 是 是 一种 以 血缘 亲疏 与 嫡 庶来 确定 继承 关系 和 名分 的 制度 它 用来 确定 贵族 的 等级 调整 统治阶级 内部 的 矛盾 对 我国 社会 影响 深远 确立 于 公元前 世纪,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
孝经 中 记载 曾 参问 孝 孔子 回答 故当 不义 则 子 不 可以 不争 于 父汉 董仲舒 提出 了 父为子 纲 的 教条 这一 变化 反映 了 原始 儒家思想 漠视 伦理 儒家 伦理 观念 得到 强化 儒学 独尊 地位 已经 确立 汉代 家庭 关系 日趋 紧张 是 对 材料 的 误读 排除 与 材料 变化 比较 的 主旨 不符 排除 材料 无法 体现 所以 答案 是,高中 历史 古代史 董仲舒的罢黜百家独尊儒术 从无为到有为 文艺的春天 春秋战国时期的乐舞 孔子和早期儒学
清史稿 记载 军机处 初祗 秉庙 谟 商戎略 而已 厥 后 军国 大计 罔 不 总揽 自雍乾后 百八十 年 威命 所 寄 不于 内阁 而 于 军机处 盖 隐然 执政 之府 矣 据此 对 军机处 理解 不 正确 的 是 最初 因 处理 军务 而 设立 逐渐 成为 最 重要 的 中枢 机构 辅助 皇帝 处理 军国大事 已 取代 内阁 获得 法定 的 地位 军 国 大计 罔 不 总揽 盖 隐然 执政 之府 矣 反映 了 军机处 逐渐 成为 最 重要 的 中枢 机构 故 正确 不 符合 题意 军 国 大计 威命 所 寄 反映 了 军机处 辅助 皇帝 处理 军国大事 故 正确 不 符合 题意 军机处 不是 法定 的 中央 机构 材料 不于 内阁 而 于 军机处 盖 隐然 执政 之府 矣 也 不能 说明 军机处 取代 内阁 获得 法定 的 地位 故 错误 符合 题意 所以 答案 是,高中 历史 古代史 明清君主专制制度的加强 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
许多 学者 认为 秦朝 的 建立 标志 着 官僚政治 取代 过去 的 贵族政治 根据 所学 知识 判断 官僚政治 的 最 基本 特点 应该 是 颁布 秦律 依法治国 官员 由 皇帝 直接 任免 丞相 掌握 大权 建立 从 中央 到 地方 的 行政 系统,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 秦始皇 皇帝制度
明朝 时 分封 封号 有 的 还 具有 地名 因素 如 楚王 蜀王 鲁王 等 且 必须 就 藩 到 封地 去 居住 清朝 的 分封 封号 则 大都 是 礼节性 的 如 恭亲王 果 亲王 睿 亲王 等且 一律 在 京 居住 这 从 侧面 反映 出 君主专制 的 加强 分封制 日渐 徒具 其名 宗室 诸王 地位 的 提高 中央集权 的 加强,高中 历史 古代史 明清君主专制制度的加强 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
军机处 设在 隆宗门 内乾 清门 西侧 严禁 外人 进入 皇帝 召见 军机大臣 时连 太监 也 须 退出 这 说明 军机处 的 特点 是 快捷 性 保密性 集权 性 辅助性,高中 历史 古代史 明清君主专制制度的加强 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
人 对 文化 知识 的 认识 受 各种因素 影响 阅读 材料 回答 问题 材料 一 普罗泰戈 拉 从 具体 感性 的 人 出发 提出 了 感觉 即 知识 的 观点 感觉 是 对于 存在 的 感觉 既然 它 是 知识 也 就是 无误 的 那么 像 神 的 存在 我们 是 不能 承认 其 真实性 对 它 只能 存疑 苏格拉底 认为 知识 的 本质 存在 于 概念 思维 中 个人 的 感觉 知识 是 不 确定 的 如果 我们 以 眼睛 看着 事物 或者 试想 靠 感官 的 帮助 来 了解 他们 我 的 灵魂 就 会 完全 变 瞎 了 我 想 我 还是 求援 于 心灵 的 世界 并 到 那里 去 寻求 存在 的 真理 更好 些 这种 知识论 反映 在 实践 理性 上 他 把 对 善 的 目的 追求 和 对 真理 的 追求 统一 起来 实现 哲学 和 伦理 的 一体化 摘编 自 马良 朱晓明 古希腊 哲学 的 知识论 轨迹 探寻 材料 二 世纪 中国 文化 在 法国 受到 推崇 伏尔泰 在 中国 的 思想 文化 里 找到 了 他 进行 论战 所 需要 的 理论 中国 在 他 心目 里 乃是 政治 和 哲学 的 一种 典范 是 反对 旧 制度 之下 贵族 特权 的 一面 崇高 的 旗帜 是 投向 耶稣会 和 一切 宗教 迷信 的 一把 利剑 因此 中国 文化 成为 伏尔泰 抨击 旧 制度 和 专制主义 的 重要 武器 伏尔泰 讴歌 和 赞美 中国 的 体制 文官 制度 伦理道德 他 惊叹 早 在 四千年 前 我们 还 不知 读书 识字 的 时候 中国 人 就 已经 知道 我们 今日 拿来 自己 夸口 的 那些 非常 有用 的 事物 了 摘编 自艾 丹妮 何兆武 旧 制度 时期 的 法国 与 中国 文化 等 依据 材料 和 所学 知识 分别 说明 普罗泰戈 拉 和 苏格拉底 对 知识 的 看法 及 积极意义 伏尔泰 为什么 推崇 和 赞美 中国 文化 你 是否 赞同 伏尔泰 对 中国 文化 的 描述 说 说 你 的 理由,高中 历史 古代史 洛克 智者学派 卢梭 开眼看世界 程朱理学 苏格拉底等 法国的启蒙思想家
孔子 编写 春秋 在 记述 历史 时 暗含 褒贬 行文 中 虽然 不 直接 阐述 对 人物 和 事件 的 看法 但是 却 通过 细节 描写 修辞手法 和 材料 的 筛选 委婉 而 微妙 地 表达 作者 主观 看法 这 被 称为 春秋笔法 对 孔子 这种 做法 认识 正确 的 是 所作 春秋 不足 为信 孔子 力图 废除 分封 制度 是 对 礼崩乐坏 的 反应 制约 了 当时 的 诸侯 争霸,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
唐朝 中期 政府 要 在 某年 的 春天 举行 一次 恩科来 选拔 人才 按 当时 的 制度 规定 其 工作 程序 是 尚书省 → 中书省 → 门下省 → 礼部 中书省 → 门下省 → 尚书省 → 礼部 门下省 → 中书省 → 尚书省 → 礼部 尚书省 → 门下省 → 中书省 → 礼部,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 皇帝制度
历史 叙述 一般 分为 史料 呈现 史实 陈述 历史 评价 历史 解释 等 几种 方式 中学 教材 这样 叙述 清代 海禁 政策 清初 为了 对付 东南 沿海 的 抗清 斗争 政府 厉行 海禁 禁止 官民 私自 出海 清政府 甚至 认为 天朝 大国 物产 丰盈 无所不有 无需 与 外国 进行 贸易 使 中国 与世隔绝 中国 逐渐 落伍 于 世界潮流 其中 属于 历史 评价 的 是,高中 历史 古代史 自由放任政策的失败 主要经济政策
封建制 本意 即 为 分封制 是 指 古代 帝王 裂土 封疆 封邦建国 的 制度 被 封 诸侯 拥有 自己 的 领土 按照 上述 定义 下列 现象 不 属于 此处 所指 封建制 的 是 周天子 封 功臣 姜尚于 齐地 汉高祖 封 长子 刘肥 为 齐王 明太祖 封七子 朱 榑 于 青州 康熙 封四子 胤 稹 为 亲王,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
假设 甲乙丙丁 四位 同学 回到 商周 时代 请 判断 哪位 同学 被 分封 为 诸侯 的 可能性 最小 甲 同学 成为 商朝 末年 的 贵族 带兵 抵抗 周 部落 的 进攻 乙 同学 做 了 商朝 末年 的 平民 才能 人品 俱佳 丙 同学 带兵 攻打 商 纣王 立下 汗马功劳 丁 同学 成 了 西周 王族 成员 整日 无所事事,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
某地 边疆 危机 消息 上报 朝廷 后 皇帝 一方面 交待 兵部 尽速 调兵 迎敌 另一方面 责成 户部 尽速 调度 粮草 备 部队 急用 幕僚 根据 皇帝 之意 写成 诏书 经 皇帝 确认 无误 后 直接 送 至 兵部 户部 等 单 执行 这位 皇帝 有 可能 是 秦始皇 唐玄宗 宋太祖 明太祖,高中 历史 古代史 明清君主专制制度的加强 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
废除 分封制 建立 郡县制 以后 秦朝 郡县 长官 直接 由 皇帝 任免 贵族 不得 担任 地方 长官 家族 势力 在 地方 彻底 绝迹 县 以下 不 设立 基层组织,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 秦始皇 皇帝制度
按 唐制 中 男 男丁 岁 以上 至岁 为 中 男 不 服兵役 成 男 男丁 岁 以上 为成 男才 服兵役 某次 封德 彝 提出 中 男 服役 建议 得到 太宗 许可 但是 魏征 不肯 签署 文件 并 指出 这是 竭泽而渔 的 做法 最终 此 提议 没有 通过 据此 你 认为 魏征 供职 于 尚书省 中书省 门下省 兵部,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 皇帝制度
下列 言论 不 符合中国 皇帝 制度 的 是 普天之下 莫非 王土 率土之滨 莫非 王臣 法令 出一别 黑白 而定 一尊 天下 之 事无大小 皆 决于 上,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 秦始皇 皇帝制度
说文解字 解释 说宗尊 祖庙 也 也就是说 宗法 的 宗 本义 是 宗庙 这 说明 维系 宗法制度 的 纽带 是 地域 关系 血缘关系 信仰 关系 财产 关系,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
历史 发展 既有 传承 又 有 创新 下列 信息 全都 属于 同一个 朝代 的 是 布政司 翻车 散曲 人物 龙风图 宣政院 赵孟頫 胶泥 活字印刷术 齐民要术 司礼监 汜 胜之致 良知 石氏星 表 行省 制 黄道婆 窦峨 冤农书,高中 历史 古代史 昆曲 京剧的出现 明清小说 伤寒杂病论和本草纲目 现实主义文学 汉字与书法艺术 宋词和元曲
研究 五服 制度 可以 更加 深刻 地 理解 古人 的 天下 观念 据 国语 周语 记载 周穆王 时 祭 公谋父 曾 阐发 过 五服 说 先 王之制 邦 内甸 服服 即 服事 天子 邦 外侯服 侯卫 宾服 夷蛮 要 服戎 狄荒服 据此 可知 西周时 管辖 甸 服之地 的 是 周天子 诸侯国 君 卿大夫 士,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
阅读 下列 材料 回答 问题 材料 一 吴地 市镇 上络纬 机杼 之声 通宵彻夜 远近 村坊 织成 绸匹 俱 到 此 上市 四方 商贾 蜂攒蚁集 挨挤 不 开 路途 无 停足 之隙 苏州城 闾 门外 黄家 巷 明代 尚系 近城 旷地 烟户 甚稀 到 了 清代 前期 生齿日繁 人物 殷富 闾阎 且 千 鳞次栉比 上 自 帝京 远连交广 以及 海外 诸洋梯 航毕 至 千里 之 商贾 骈肩 辐辏 吴越 州郡 察其 市肆 贸迁 多系 晋省 之 人据熙 朝 新语 等 整理 材料 二 明清 时期 在 史籍 中 并 不乏 有关 从商 致富 的 记载 但 几乎 毫无例外 过去 几个 世纪 以来 商人 最后 总是 倾向 于 把 累积 得来 的 财富 或 过剩 的 资本 投资 于 购买 土地 或 供应 下一代 有 闲 沉浸于 传统 典籍 参与 科举 以便 进入 官僚 行列 即使 有人 终生 以 商贾 为业 仍会 要求 其 一代 尽可能 转向 科举 因此 我们 可以 说 引发 人们 营商 致富 的 动机 中实 已 包含 了 否定 或 摧毁 商业 企业 发展 的 因素 史仲文 胡晓琳 中国 全史 ﹒ 商贾 史 依据 材料 一并 结合 所学 知识 说明 明清 时期 商业 发展 的 特点 概括 指出 材料 二中 描述 的 社会 现象 结合 所学 知识 分析 明清 时期 资本主义 萌芽 缓慢 发展 的 原因,高中 历史 古代史 自由放任政策的失败 报刊业走向繁荣 商业的发展 主要经济政策
举世瞩目 的 三峡工程 在 年 持续 不断 地 建设 施工 后 年底 基本 建成 这是 中国 水利建设 的 又 一个 重要 里程碑 中国 古代 在 水利建设 方面 也 取得 了 一系列 辉煌成就 其中 兴建 于 战国时期 至今 仍 对 长江流域 的 抗旱 防洪 发挥 着 巨大作用 的 水利工程 是 都江堰 筒车 龙首渠 白渠 筒车 是 唐朝 时期 发明 的 灌溉 工具 不 符合 题意 故项 错误 龙首渠 和 白渠 都 是 位于 陕西省 修建 于 汉代 不 符合 材料 时间 排除 和 项 所以 答案 是,高中 历史 古代史 农业的主要耕作方式和土地制度
汉武帝 采取 的 哪些 措施 对于 促使 儒家思想 居于 正统 地位 起 了 直接 作用 举 贤良 对策 重用 文学 儒者 兴办 太学 讲授 儒家 经典 设立 地方 学校 广泛传播 儒学,高中 历史 古代史 董仲舒的罢黜百家独尊儒术 从无为到有为 重农抑商政策 文艺的春天 郡县制 夏商两代的政治制度 孔子和早期儒学 选官用官制度的变化 中央官制三公九卿制 皇帝制度
据 史料 记载 明太祖 有 一天 问 大臣 天下 谁 人 最 快活 有 的 人 回答 金榜题名 有 的 人 回答 功成名就 有 的 人 回答 子孙满堂 明太祖 听 了 都 不以为然 当 听到 一位 叫 万钢 的 大臣 说畏 法度 者 快活 时 却 极为 赞赏 地 点点头 随后 对 其 委以重任 明太祖 赞赏 万钢 并 委以重任 的 主要 原因 是 其他 大臣 的 回答 自相矛盾 万钢 的 回答 强调 了 对 专制 统治 的 服从 万钢 的 回答 揭示 了 快乐 的 源泉 其他 大臣 的 回答 背离 了 主题,高中 历史 古代史 明清君主专制制度的加强 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
钱穆 在 中国 历史 研究法 中 提到 某种 治史 方法 时说 其治史 乃 以 社会形态 为 躯壳 以 阶级斗争 为 灵魂 所论 厥为 自秦 以来 中国 社会形态 之 阶级 分别 这种 治史 方法 是 唯物史观 文明史 观 全球 史观 现代化 史观,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 秦始皇 皇帝制度
社会 流动 主要 指 个人 跨越 阶层 边界 的 过程 即 从 一个 社会阶层 转移 到 另 一个 社会阶层 的 过程 或是 指 人们 在 社会关系 空间 中 从 一个 社会 地位 向 另 一个 社会 地位 的 移动 下列 现象 中均 有利于 社会 流动 的 是从 世卿 世禄 到 军功 受爵 从 工商 食官 到 重 农抑商 从 察举 制到 科举制 从重 农抑商 到 工商 皆 本,高中 历史 古代史 自由放任政策的失败 重农抑商政策 郡县制 报刊业走向繁荣 官营手工业民营手工业家庭手工业的消长 手工业成就 夏商两代的政治制度 商业的发展 中央官制三公九卿制 皇帝制度
下表是 明清 时期 土司 地区 有关 科举制度 的 规定 据此 能够 得出 的 历史 结论 是 科举制 时期 规定 明朝 初期 当谕 诸 酋长 凡有 子弟 皆 令入 国学 受业 使知 君臣父子 之道 礼乐 教化 之 事 明朝 中后期 凡土官 嫡子 许入 附近 儒学 并 明令 保护 土著 士子 入学 充贡 和 应举 不准 他处 士民 冒籍 康熙 时期 土司 子弟 愿习 经书 者 准许 就近 府县 入学考试 利于 维系 民族 间 的 和谐 保障 了 人才 选拔 的 客观性 促进 了 人才 的 自由 流动 消除 了 民族 间 的 文化 差距 材料 没有 涉及 人才 选拔 是否 客观 的 问题 不 正确 由 材料 凡土官 嫡子 许入 附近 儒学 并 明令 保护 土著 士子 入学 充贡 和 应举 不准 他处 士民 冒籍 可知 说法 不 正确 说法 过于 绝对 所以 答案 是,高中 历史 古代史 明清君主专制制度的加强 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
柳宗元 封建 论 指出 秦始皇 建立 帝国 以 郡县 取代 封建 固然 出自 一己之私 却 成就 了 天下 之公 黄宗羲 明夷待访 录 批评 皇帝 是 以 我 之大私 为 天下 之公以 满足 君主 一己之私 以下 对 柳 ． 黄二人 的 观点 理解 正确 的 是 柳宗元 肯定 帝制 的 合理性 黄宗羲 继承 和 发展 了 柳宗元 的 思想 二人 观点 的 内涵 不同 都 有 其 合理性 两种 观点 恰好相反 后者 正确,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 秦始皇 皇帝制度
下 列为 秦朝 和 唐朝 的 中央 机构 权力 运行图 据此 下列 说法 正确 的 是 秦朝 中央 机构 的 决策 更 科学 都 通过 分权 维护 了 皇帝 集权 唐朝 缺乏 监察 更 易 出现 权臣 都 防止 了 地方 剖据 势力 出现 三省 六部 制 通过 程序性 分权 比 秦朝 的 三公九卿 更为 科学 一些 故项 错误 唐朝 中央 有 掌管 监察 的 御史台 故项 错误 两者 都 是 中央 官制 故项 错误 所以 答案 是,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 皇帝制度
明朝 在 出现 内阁 辅臣 的 时候 也 就 出现 了 票 拟权 内阁 辅臣 在 奏章 上 根据 自己 的 意见 用 黑笔 写 上 批示 然后 经过 皇帝 首肯 之后 才 由 皇帝 用 朱笔 批上去 再 加盖 玉玺 方才 生效 于是 由此 出现 了 秉笔 太监 和 掌印 太监 这样 国家 大事 完全 掌握 在 皇帝 一人 之手 大大 增强 了 宦官 把持 朝政 的 可能性 宫中 太监 和 内阁 辅臣 形成 制约 关系 内阁 辅臣 拥有 对国 是 的 部分 决策权,高中 历史 古代史 明清君主专制制度的加强 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
列举 秦朝 唐朝 北宋 明朝 君权 与 相权 关系 的 有关 史实 概括 其 历史 演变 的 总体 趋势 并 指出 其 影响,高中 历史 古代史 明清君主专制制度的加强 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 秦始皇 皇帝制度
汉武帝 时下 诏 规定 有 工商业 户籍 的 商人 及其 家属 都 不能 占有 田地 有 敢于 违反 法令 而 购买 田地 的 官府 要 没收 他们 的 田地 此 规定 旨在 打击 商人 贬低 商人 地位 维护 小农经济 的 稳定 防止 国有土地 的 流失 增加 政府 的 财政收入 打击 商人 是 手段 不是 重 农抑商 的 政策 的 目的 故可 排除 在 当时 地主 土地 所有制 是 土地 制度 的 主要 形式 是 封建 政府 的 基本 经济 制度 因此 封建 政府 主要 保护 的 是 地主 土地 而 不 国有土地 故可 排除 料 主要 讲到 的 是 对 商人 的 限制 并 不 直接 得到 其 旨在 增加 政府 的 财政收入 这一 目的 故可 排除 所以 答案 是,高中 历史 古代史 自由放任政策的失败 农业的主要耕作方式和土地制度 主要经济政策
有 学者 在 研究 元朝 历史 时 引用 了 下面 的 材料 岭北 辽阳 与 甘肃 四川 云南 湖广 之边 唐 所谓 羁縻 之州 往往 在 是 今 皆 赋役 之 比之于 内地 该 学者 引用 这些 材料 主要 是 为了 说明 元朝 推行 民族平等 政策 边疆地区 经济 得到 发展 元朝 沿用 唐朝 羁縻 政策 元朝 加强 对 边疆 的 管辖,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 皇帝制度
公元 年 元朝 中书省 批评 各 行省 不详 行体 轻重 无问 巨细 往往 作疑 咨禀 以致 文繁 事弊 甚 非所宜 要求 各 行省 自主 处事 如非 重要 事情 应 自行解决 元朝 中书省 这样 做 的 目的 是 扩大 行省 权力 强化 君主专制 提高 行政效率 加强 地方 监察,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 皇帝制度
乾隆 时 的 陶冶 图说 中 记载 景德镇 袤 延仅 十余里 山环水 绕 僻处一隅 以陶来 四方 商贩 民窑 二三百 区 工匠 人夫 不下 数十万 藉此 食者 甚众 这 表明 清代 开始 景德镇 具有 瓷都 的 地位 景德镇 多 民营 制瓷 手工业 手工业 发展 提高 了 富商 地位 清代 手工业 经济 重心 南移 早 在 宋代 景德镇 就是 著名 的 瓷都 了 排除 材料 并 没 涉及 手工业 发展 提高 了 富商 地位 排除 经济 重心 在 宋代 已经 移到 了 南方 排除 所以 答案 是,高中 历史 古代史 官营手工业民营手工业家庭手工业的消长 手工业成就
乾隆 五年 大臣 胡定 上 奏 曰 近日 富商巨贾 挟 其 重资 多买 田地 或 数十 顷 或 数百顷 农夫 为 之赁 耕 每岁 所入 盈 千万 石 上述 现象 对 清代 工商业 的 影响 是 造成 农民 贫困 市场 狭小 促使 工商业 向 乡村 渗透 扩大 了 手工业 生产 规模 导致 了 工商业 资金 的 流失 材料 没有 提及 乡村 发展 故项 错误 手工业 的 生产 规模 与 材料 无关 故项 错误 材料 的 意思 是 富商 多买 田置 地 没有 把 大量 资金 投向 工商业 造成 工商业 资金 的 流失 所以 答案 是,高中 历史 古代史 报刊业走向繁荣 农业的主要耕作方式和土地制度 官营手工业民营手工业家庭手工业的消长 手工业成就 商业的发展
据 左传 昭公 二十六年 记载 昔武 王克殷 成王靖 四方 康王息民 并建 母弟 以蕃 屏周 这 说明 周朝 分封 诸侯 不止一次 分封 的 对象 只是 同姓 贵族 分封 的 原因 是 社会 动荡 分封制 加强 了 中央集权,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
史书 记载 始置 诸州 通判 故常 与 知州 争权 反映 的 朝代 是 汉朝 唐朝 宋朝 明朝,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 皇帝制度
古代 银行 的 雏形 出现 于 唐朝 专 为 富商大贾 贵族 官僚 高利贷者 储存 金银 财物 它 就是 柜坊 飞钱 交子 商帮 飞钱 类似 于 后世 的 汇票 交子 是 世界 上 最早 的 纸币 商帮 是 明清 时期 出现 的 商人 群体 所以 答案 是,高中 历史 古代史 商业的发展 报刊业走向繁荣
有关 宋词 高度 繁荣 历史 原因 的 表述 不 正确 的 是 封建 大一统 局面 的 出现 民族矛盾 和 阶级 矛盾尖锐 市民 队伍 的 不断扩大 封建 经济 进一步 发展,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 皇帝制度
国语 讲祀 国 之 大节 有 学者 认为 青铜器 在 商周 时期 被 视为 政治 的 权力 可推断 商周 时期 青铜器 主要 用作 农具 礼器 食具 货币,高中 历史 古代史 重农抑商政策 郡县制 官营手工业民营手工业家庭手工业的消长 手工业成就 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
据 清养 吉斋 丛 录载 凡 军机大臣 止准 在 军机处 承本 日 所 奉 谕旨 部院 稿案 不准 在 军机处 办理 司员 不准 至 军机处 启事 军机 章京 办事处 不许 闲人 窥视 王 以下 及 文武 大臣 不许 至 军机处 与 军机大臣 谈论 材料 体现 了 军机处 的 特点 是 人员 精干 机构 简单 办事效率 高 保密性 强,高中 历史 古代史 明清君主专制制度的加强 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
明代 中后期 江南地区 出现 了 机户 出资 机工 出力 的 现象 机户 是 指 手工 作坊 主 雇佣工人 地主 佃农 三项 的 表述 均 不 符合 史实 和 题意 机户 即 手工 作坊 主 本题 项 正确 所以 答案 是,高中 历史 古代史 官营手工业民营手工业家庭手工业的消长 手工业成就
古代 中国 某 机构 的 职责 是统 郡县 镇边 鄙 与 都 省 为 表里 凡 钱粮 兵甲 屯种 漕运 军国 重事 无不 领之 这 一 机构 是 刺史 中书省 理藩 院行 中书省 刺史 是 针对 地方 官员 的 监察官 排除 项 中书省 是 中央 机构 元朝 时期 就是 材料 中 的 都 省 排除 项理 藩院 是 清朝 政府 统治 蒙古 回部 及 西藏 等 少数民族 的 最高 权力 机构 排除 项 所以 答案 是,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 皇帝制度
宋徽 宗赵佶 以画 花鸟 擅长 不仅 建立 了 皇家 画院 而且 有 相应 的 考评 标准 例如 一次 出 考题 为 野水 无人 渡孤舟 尽日 横 获得 第一名 的 却 画 着 船夫 躺 在 船尾 独自 吹 着 笛子 画家 要 表现 题中 无 是非 无舟 人 只 无 行人 那种 闲散 宁静 安逸 的 意境 被 表达 得 更加 准确 由此可知 宋代 风俗画 盛行于 宫廷 和 民间 宋代 统治者 治国 水平 和 艺术 才能 都 很 高 宋代 科举考试 增加 了 绘画 科目 宋代 绘画 反映 出 理学 对 个人 道德修养 的 影响,高中 历史 古代史 伤寒杂病论和本草纲目 汉字与书法艺术 宋词和元曲
宋太祖 为 加强 中央集权 采取 的 首要 措施 是 集中 军权 集中 行政权 集中 财权 集中 司法权,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 皇帝制度
晋定 公 十九年 公元前 年 赵简子 率师 伐 齐 誓词 中有 克敌 者 上 大夫 受县 下 大夫 受 郡 这 反映 出县 郡 设置 在 部分 诸侯国 已 形成 诸侯 没有 再 分封 的 权力 按 军功 授爵 是 当时 改革 的 趋势 郡县制 是 临时 地方 制度 材料 没 体现 出 当时 的 发展趋势 故项 排除 材料 中 无法 体现 出 临时 故项 排除 所以 答案 是,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 秦始皇 皇帝制度
年 出土 于 陕西 临潼 的 利 簋 gu ǐ 是 目前 所知 西周 最早 的 青铜器 簋 底部 铸有 铭文 大意 为 武王 在 甲子日 早晨 出兵 伐 商经 占卜 和 观星 象 果然 很快 攻克 商都 七日 后 战争 结束 武王 赐 金即 铜 给 一个 名叫 利 的 官员 为 他 的 先祖 铸造 这尊 青铜 簋 以作 纪念 该 文物 的 出土 一定 程度 上 说明 西周 具有 浓厚 的 神权 色彩 周代 青铜器 主要 用于 赏赐 军功 武王伐纣 有 确切 史实 依据 周王 赏赐 礼器 以 强化 宗法制度,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
据 周朝 礼制 规定 天子 享用 八排 六十四 人 规格 的 乐舞 礼仪 而 诸侯 六排 大夫 四排 后来 鲁国 大夫 用 六十四 人 奏乐 舞蹈 孔子 对此 非常 愤怒 是可忍 也 孰 不可 如忍 也 这 反映 了 西周 贵族 的 家庭 文化 生活 西周 社会 的 生活 礼仪 孔子 对 鲁国 大夫 生活 的 愤怒 周朝 生活 礼仪 的 政治 色彩,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
在 下列 反映 秦始皇 事迹 的 信息 来源 中 最为 可信 的 是 孟姜女 哭 长城 的 传说 秦兵马俑 的 考古 发掘 司马迁 的 有关 叙述 历史学者 的 著作,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 秦始皇 皇帝制度
虽然 明 淸 实行 海禁 和 闭关锁国 但 有 确切 证据 表明 直到 世纪 初 中国 海外 贸易 都 是 顺差 中国 仍 是 世界 最大 的 经济体 对 国际贸易 有着 重要 影响 导致 这一 现象 的 主要 原因 是 中国 逐步 沦为 西方 的 原料 产地 白银 大量 流入 自然经济 的 抵制 作用 且 传统 手工业 水平 高超 海禁 和 闭关锁国 政策 的 保护 重 农抑商 的 推行 明清 时期 政治 稳定 文化 对 周边地区 辐射力 大 世纪 中期 的 鸦片战争 后 中国 逐步 沦为 西方 的 原料 产地 时间 不 符合 题意 排除 海禁 和 闭关锁国 政策 不能 说明 我国 对外贸易 是 顺差 的 原因 排除 不是 最 主要 原因 排除 所以 答案 是,高中 历史 古代史 自由放任政策的失败 报刊业走向繁荣 农业的主要耕作方式和土地制度 官营手工业民营手工业家庭手工业的消长 手工业成就 商业的发展 主要经济政策
